주요등장인물,1000|1001|1006,,,,,,,,,,,,,,
에피소드 id,대화 장소,대화 묶음 id,말하는 이,대화 내용,분류,선택지 후 대사,대화 조건,초상화 id,발화자 위치,레이아웃,이미지,콘텐츠,배경음,효과음,.
9,,2401,1001,...,,,,0,0,1,강의실2,,,,
,,2401,,오늘따라 유독 멍한 표정으로 창가를 바라보는 도문이다.,,,,,,,,,,,
,,2401,,앞에서는 교수님이 침까지 튀면서 열정적으로 강의를 이어나가고 있다.,,,,,,,,,,,
,,2401,,무언가 멍해보이는 도문과 열정적인 교수님. 둘의 모습이 상반되어 보인다.,,,,,,,,,,,
,,2401,1001,하...,,,,4,0,,,,,,
,,2401,,한숨을 푹푹 쉬는 도문이다.,,,,,,,,,,,
9,,2402,,,,,,,,2,9_1,창 밖을 모며 한숨을 쉬고 있는 도문,,,
,,2402,,창을 바라보던 도문의 손은 펜과 함께 공책에 가 있었는데` 거기에는,,,,,,4,,,,,
,,2402,,이런 것들이 적혀져 있었다.,,,,,,,,,,,
,,2402,,공책을 보고 도문을 보니` 무언가 심란해 보이는 표정 같아 보였다.,,,,,,,,,,,
,,2402,1001,...,,,,0,1,,,,,,
,,2402,,강의가 끝났지만 도문은 아직도 멍하니 창가를 바라보고 있었다.,,,,,,,,,,,
,,2402,,도문이 바라보는 창가는 너무나 푸르르고 화창하여` 마치 도문이 있는 강의실과는 다른 세상인듯 보였다. ,,,,,,,,,,,
,,2402,,그렇게 한참을 가만히 앉아 창을 보던 도문을 누군가가 뒤에서 툭! 하고 쳤다.,,,,,,,,,,,
9,,2403,,,,,,,,3,,도문을 클릭한다.,,,
,,2403,1006,오빠!,,,,1,2,1,,새나가 등장하여 도문의 어께에 손을 올린다.,,,
,,2403,,도문을 툭하고 친 사람은 바로 새나였다.,,,,,,4,9_2,,,,
,,2403,1006,멍하니 뭐해?,,,,1,2,,,,,,
,,2403,,고개를 갸웃하며 의아하다는 듯 물어보는 새나였다.,,,,,,,,,,,
,,2404,1001,어... 아니야 조금 피곤해서.,,,,2,1,1,강의실2,,,,
,,2404,1006,요즘도 잘 못자?,,,,2,2,,,,,,
,,2404,1001,음...,,,,0,1,,,,,,
,,2404,,머쩍게 웃는 도문이었다.,,,,,,,,,,,
,,2404,1006,일단 밥먹으러 가자. 배고프다!,,,,2,2,,,,,,
,,2404,1001,응 빨리 가자.,,,,1,1,,,,,,
9,,2405,,도문과 새나는 강의실을 빠져나와 학교 뒷문쪽에 있는 한 김치찌개 집을 찾았다.,,,,,,,음식집,,,찌개,
,,2405,,보글보글 끓는 돼지 김치찌개를 바라보면서도 도문은 멍하니 있었다.,,,,,,,,,,,
,,2405,1006,오빠 오늘따라 계속 멍하네?,,,,2,2,,,,,,
,,2405,1001,응..? 그정도야?,,,,3,1,,,,,,
,,2405,1006,응. 완~전!,,,,0,2,,,,,,
,,2405,1006,피곤해서만 그런건 아닌것 같은데?,,,,2,2,,,,,,
,,2405,1006,혹시 무슨 일 있어?,,,,2,2,,,,,,
,,2405,1001,...,,,,0,1,,,,,,
,,2405,,약간의 침묵을 지킨 도문은 끝내 입을 열었다.,,,,,,,,,,,
,,2405,1001,너도... 곧 졸업학년이지?,,,,0,1,,,,,,
,,2405,1006,응 그치?,,,,0,2,,,,,,
,,2405,1001,졸업하고 뭐 할 생각이야?,,,,0,1,,,,,,
,,2405,1006,나? 나는 내 전공을 살리고 싶어. 아직 구체적인 부서를 정하지는 않았지만.,,,,1,2,,,,,,
,,2405,1006,그래서 일단은 뭐가 됐든 경력을 먼저 쌓고` 직접 경험해 본 다음 정하는게 좋을 것 같아서 인턴 지원하고 있어.,,,,1,2,,,,,,
,,2405,1006,그러고 보니 곧 있으면 인턴 지원한거 결과 나온다!,,,,1,2,,,,,,
,,2405,,그 얘기를 듣던 도문은 무언가 대단하다는 듯이 새나를 쳐다 봤다.,,,,,,,,,,,
,,2405,1001,와... 벌써 인턴을? 너 준비 되게 잘하고 있네.,,,,1,1,,,,,,
,,2405,1006,그럼~ 유새나하면 꼼꼼함과 준비성이지!,,,,1,2,,,,,,
,,2405,1001,꼼꼼...? 그건 모르겠는데...,,,,2,1,,,,,,
,,2405,1006,뭐어?!,,,,9,2,,,,,,
,,2405,,도문이 능청스레 새나를 놀리자 새나가 도문을 향해 장난스런 목소리를 늘리며 큰소리를 쳤다.,,,,,,,,,,,
,,2405,1006,어? 다 끓은 것 같은데?,,,,1,2,,,,,,
,,2405,1006,빨리 먹자! ,,,,1,2,,,,,,
,,2405,1001,응 먹자. 맛있게 먹어.,,,,1,1,,,,,,
,,2405,,그렇게 말한 둘은 재빠르게 김치찌개를 해치우기 시작했다.,,,,,,,,,,,
,,2405,,밥을 맛있게 먹던 도문은 점차 먹는 속도가 느려지더니` 무언가 다시 골똘히 생각하는 듯 했다.,,,,,,,,,,,
,,2405,,그러면서 새나를 힐끔 쳐다 보는데` 그 표정이 마치 부러움과 동시에 생각이 많이 보이는 표정이었다.,,,,,,,,,,,
,,2405,,그렇게 둘은 밥을 먹고 각자의 수업을 듣기 위해 헤어졌다.,,,,,,,,,,,
,,2405,,정신없이 강의를 듣고 해가 다 지고 나서야 도문은 집에 돌아왔다.,,,,,,,,,,,
9,,2406,1001,하...피곤해...,,,,4,0,,도문의 방(밤),,,,
,,2406,1001,...,,,,0,0,,,,,,
,,2406,,오늘이 끝날 때까지 계속 피곤해보이고 생각도 많아 보이는 도문이다.,,,,,,,,,,,
,,2406,,책상에 앉아 내일 수업 준비를 미리 하는 도문이다.,,,,,,,,,,,
,,2406,,그러다가 우연히 펼쳐진 공책에서 오늘 낙서한 글들을 보았다.,,,,,,,,,,,
,,2406,1001,그러고 보니 내일 교수님 상담도 가야하는데... 무엇을 여쭤봐야 할지 모르겠네...,,,,0,0,,,,,,
,,2406,1001,어렵다...,,,,4,0,,,,,,
,,2406,1001,그렇게 말한 도문은 공책을 다시 뚫어져라 쳐다보기 시작했다.,,,,0,0,,,,,,
9,,2407,,,,,,,,2,9_3,빈 노트,,,
,,2407,1001,...,,,,0,0,4,,,,,
,,2407,1001,나는 무엇을 해야 할까...,,,,0,0,,9_4,점점 단어가 추가된다.,,연필,
,,2407,,오늘 하루종일 고민하던 그 말...,,,,,,,,,,,
,,2407,,하지만 입 밖으로 내뱉지 않았던 그 말을 혼자가 된 지금에서야 내뱉는 도문이다.,,,,,,,,,,,
,,2407,,그리고 차마 입 밖으로 내뱉지 못하는 한 마디.,,,,,,,,,,,
,,2407,,나는 무엇을 할 수 있을까?,,,,,,,,,,,
,,2407,1001,...쉬어야 할까?,,,,2,0,,,,,,
,,2407,1001,그렇지만... 휴학하면...,,,,4,0,,,,,,
,,2407,,도문은 공책 위로 무언가 더 낙서를 하기 시작했다.,,,,,,,,,,,
9,,2408,1001,...,,,,0,0,1,도문의 방(밤),,,,
,,2408,1001,하지만 휴학해도 딱히 계획이 없어...,,,,0,0,,,,,,
,,2408,1001,지금 휴학해버리면 그냥... 쉬기만 할 것 같아.,,,,0,0,,,,,,
,,2408,1001,...,,,,0,0,,,,,,
,,2408,1001,계획 없이 해버리면` 나는 쉬기만하면서 시간만 버리겠지.,,,,0,0,,,,,,
,,2408,1001,그렇게 되면 공부도 하기 싫어서 학교에 돌아가고 싶지 않을 거고...,,,,2,0,,,,,,
,,2408,1001,...,,,,0,0,,,,,,
,,2408,,그렇게 말하곤 도문은 침대에 누웠다.,,,,,,,,,,,
,,2408,1001,나는 무엇을 할 수 있을까...,,,,4,0,,,,,,
9,501,2409,1000,...,,,2408,0,0,,,,,,
,,2409,1000,그동안 고민이 많았겠구나 도문아...,,,,2,0,,,,,,
,,2409,1000,시간은 야속하게 흘러만 가는데` 내가 아직 무엇을 하고 싶은지` 해야 하는 지` 할 수 있는지...,,,,2,0,,,,,,
,,2409,1000,아무것도 모른다면 그만큼 답답한 상황은 없을 거야...,,,,2,0,,,,,,
,,2409,1000,그러면서 자꾸만 자기 자신에 대한 불안감과 불신이 생기고 우울해져...,,,,2,0,,,,,,
,,2409,1000,아무 것도 할 수 있는게 없다면서 우울감에 빠지기도 해...,,,,2,0,,,,,,
,,2409,1000,도문아 나는 너가 그러지 않았으면 좋겠어.,,,,0,0,,,,,,
,,2409,1000,너는 뭐든지 잘 할 수 있는 사람이야.,,,,1,0,,,,,,
,,2409,1000,아직 너가 무엇을 해야하는지` 무엇을 하고 싶은지 잘 모르겠다면 여러가지 일을 경험해 보는건 어때?,,,,1,0,,,,,,
,,2409,1000,아직 너가 겪어 보지 못한 일들이 많으니까 말이야.,,,,1,0,,,,,,
9,501,2410,1000,오늘따라 날씨가 흐리네...,,,,0,0,,,,,,
,,2410,1000,왜 이러지?,,,,2,0,,,,,,
,,2410,1000,무슨 문제가 생긴건가?,,,,2,0,,,,,,
,,2410,1000,계속 이러다가는 아무것도 안보이겠어!,,,,6,0,,,,,,
,,2410,1000,빨리 해결하자.,,,,6,0,,,,,,
9,2460,2411,1000,여기서 안개가 퍼져나가고 있어...,,,,2,0,,,,,,
,,2411,1000,빨리 해결해 보자!,,,,6,0,,,,,,
9,2460,2412,1000,도문아...,,,,2,0,,,,,,
,,2412,1000,고민도 고민이지만 지금까지 많이 불안했구나.,,,,2,0,,,,,,
,,2412,1000,미래에 내가 아무것도 할 수 없는 사람이 되면 어떻게 하지?,,,,2,0,,,,,,
,,2412,1000,미래에 내가 보잘 것 없는 사람이면 어떻게 하지?,,,,2,0,,,,,,
,,2412,1000,미래에 나는 어떻게 하지?,,,,2,0,,,,,,
,,2412,1000,그러면서 계속 불안해 했구나...,,,,2,0,,,,,,
,,2412,1000,도문아 그렇게 불안해 하지마.,,,,2,0,,,,,,
,,2412,1000,너는 아직 싹을 피우지 못했을 뿐이야.,,,,2,0,,,,,,
