등장주요인물,1000|1001|1004,,,,,,,,,,,,,,
에피소드 id,대화 장소,대화 묶음 id,말하는 이,대화 내용,분류,선택지 후 대사,대화 조건,초상화 id,발화자 위치,레이아웃,이미지,콘텐츠,배경음,효과음,.
7,,2001,대학 동기,조금 있다가 7시에 안개포차에서 보는거 알지?,,,,0,2,1,강의실,,,,
,,2001,,강의가 끝난 후 도문에게 어떤 한 남자가 다가와 말했다.,,,,,,,,,,,
,,2001,1001,어어... 알지. 그때 봐.,,,,0,1,,,,,,
,,2001,대학 동기,그래~ 늦지않게 와!,,,,0,2,,,,,,
,,2001,   ,도문에게 말을 건 남자는 도문의 대학 동기였다.,,,,,,,,,,,
,,2001,,요즘 동기들끼리 모여 술자리를 갖는 일이 많았었다.,,,,,,,,,,,
,,2001,1001,그럼...도서관에 좀 있다가 가면 되겠다.,,,,1,0,,,,,,
,,2001,,그렇게 도문은 도서관에서 천천히 시간을 보낸 후` 학교 뒤에 있는 안개포차로 향했다.,,,,,,,,,,,
7,,2002,,입구에서부터 시끌벅적한 소리가 흘러나온다.,,,,,,,술집,,,시끌벅적한 소리,
,,2002,,도문은 안으로 들어가 동기들을 찾고 자리에 착석했다.,,,,,,,,,,,
,,2002,대학 동기,어 왔어?,,,,0,2,,,,,,
,,2002,,그렇게 자리에 앉은 도문은 동기들과 한참을 술을 마시고 떠들면서 시간을 보냈다.,,,,,,,,,,,
,,2002,1001,...,,,,0,1,,,,,,
,,2002,1001,나 잠깐만...,,,,0,1,,,,,,
,,2002,,그렇게 말하곤 도문은 자리에서 일어나 밖으로 나갔다.,,,,,,,,,,,
7,,2003,1001,후...,,,,2,0,,거리(술집 밖),,,stop,
,,2003,,밖으로 나온 도문은 찬 바람을 맞으며 하늘을 올려다 봤다.,,,,,,,,,,,
,,2003,,그런 도문의 모습은 무언가 멍해보였다.,,,,,,,,,,,
,,2003,1001,피곤하네...,,,,2,0,,,,,,
,,2003,1001,...슬슬 돌아갈까.,,,,0,0,,,,,,
,,2003,,도문은 다시 포차 안으로 들어갔다.,,,,,,,,,,,
7,,2004,,동기들은 한참 요즘 유행하고 있는 프로그램과 미팅에 대해 이야기하고 있었다.,,,,,,,술집,,,시끌벅적한 소리,
,,2004,,도문은 그 사이에서 웃음을 짓고 있지만 무언가 떨떠름해 보였다.,,,,,,,,,,,
,,2004,1001,(뭐가 뭔지 모르겠다...),,,,4,0,,,,,,
,,2004,,도문은 이야기에는 끼지 못한 채` 같이 웃기만을 반복했다. ,,,,,,,,,,,
,,2004,,자신이 잘 모르는 이야기이기도 했고` 관심이 없는 분야였기 때문이다.,,,,,,,,,,,
,,2004,,도문은 즐겁게 시간을 보냈지만 무언가 마음이 불편했다.,,,,,,,,,,,
,,2004,1001,아` 난 슬슬 가볼게.,,,,0,1,,,,,,
,,2004,대학 동기,어? 벌써가게? ,,,,1,2,,,,,,
,,2004,1001,내일 아침 수업도 있어서. 그럼 다음에 봐.,,,,1,1,,,,,,
,,2004,대학 동기,그래그래 잘가~,,,,0,2,,,,,,
,,2004,,그렇게 도문은 포차를 나와 집으로 향했다. ,,,,,,,,,,,
7,,2005,,밤 길을 걸으며 가던 도문은 문득 친구들이 생각났다.,,,,,,,거리(밤),,,stop,
,,2005,1001,그러고보니... 그녀석들이랑 안 본지도 몇 달은 됐네.,,,,0,0,,,,,,
,,2005,,도문에게는 초등학교 때부터 고등학교 때까지 쭉 친구로 지냈던 두 친구가 있었다.,,,,,,,,,,,
,,2005,,고등학교 때까지는 학교도 같고 동네도 같으니 거의 매일 보고 같이 놀았었다.,,,,,,,,,,,
,,2005,,하지만 대학에 들어가고서부터 서로 대학도 다 다르고` 대학교에 적응하느라 서로 연락할 틈도 없이 바쁘게 지냈다.,,,,,,,,,,,
,,2005,1001,그래도 이렇게까지 연락이 없냐...,,,,2,0,,,,,,
,,2005,1001,뭐` 나도 연락 안했으니까 똑같은건가.,,,,0,0,,,,,,
7,,2006,,,,,,,,2,거리(밤),,,,
,,2006,1001,그래도 몇 달 전까지는 가끔이라도 연락했었는데` 갈수록 뜨문해졌네.,,,,0,0,4,7_1,핸드폰 배경화면,,,
,,2006,,도문은 핸드폰을 꺼내더니 연락기록을 보곤 다시 집어넣었다.,,,,,,,7_2,전화 탭,,,
,,2006,,그러곤 다시 집으로 향하기 시작했다.,,,,,,,,,,,
7,,2007,,집에 돌아온 도문은 씻고선 바로 침대에 누웠다.,,,,,,1,도문의 방,,,,
,,2007,1001,...계속 이렇게 지내야 되나...,,,,0,0,,,,,,
,,2007,1001,뭔가 불편해... 친하긴 한데 그렇다고 막 개인적으로 얘기하고 그럴정도인 것도 아니고.,,,,0,0,,,,,,
,,2007,1001,자주 놀고 했는데도` 친한데 친한 것 같지가 않아.,,,,0,0,,,,,,
,,2007,1001,...모르겠다.,,,,4,0,,,,,,
,,2007,,그렇게 도문은 눈을 감았다.,,,,,,,,,,,
7,501,2008,1000,친구관계에 걱정이 많구나.,,,,2,0,,,,,,
,,2008,1000,대학친구들이랑 친하긴 하지만... 고등학교 친구들한테처럼 대하긴 어려운가 보네.,,,,2,0,,,,,,
,,2008,1000,음...말로 표현하긴 뭐하지만 무슨 느낌인지 알것같아.,,,,2,0,,,,,,
,,2008,1000,막 마음 속 이야기나 편하게 말하기는 뭐하고` 그렇다고 안친한건 아니고.,,,,2,0,,,,,,
,,2008,1000,애매하네...,,,,2,0,,,,,,
,,2008,1000,그러고 보니 요 몇 달간 계속 미묘하게 어색한 분위기 속에서 놀았네.,,,,2,0,,,,,,
,,2008,1000,평소엔 친구들이랑 서로 좋아하는 걸 하면서 놀고` 고민이 있으면 속시원히 이야기하고...,,,,2,0,,,,,,
,,2008,1000,그랬었는데... 대학오고나선 그런 모습 본적이 없는 것 같아.,,,,2,0,,,,,,
,,2008,1000,나였다면 외로웠을 거야.,,,,4,0,,,,,,
,,2008,1000,내가 도문이었다면 어땠었을까?,,,,0,0,,,,,,
,,2008,1000,고등학교 졸업 후에도 친구들과 자주 연락했을 것 같아.,1,2009,,2,0,,,,,,
,,2008,1000,도문이랑 비슷하게 고등학교 졸업 후에 연락이 조금 뜸해졌을 것 같아.,1,2010,,2,0,,,,,,
7,501,2009,1000,평소에 연락을 하면서 지내야 서로의 인연이 끊기지 않는 거니까...,,,,1,0,,,,,,
,,2009,1000,그래도 정말 좋았던 친구 관계라면 오랜만에 연락해도 서로 어색하지 않을거야.,,,,1,0,,,,,,
7,501,2010,1000,대학교에 적응하느라 정신도 없고... 새로운 사람들과의 관계도 형성해야하고...,,,,2,0,,,,,,
,,2010,1000,그래서 나도 도문이처럼 연락이 뜨문해졌을 것같아.,,,,2,0,,,,,,
,,2010,1000,그래도 정말 좋았던 친구 관계라면 오랜만에 연락해도 서로 어색하지 않을거야.,,,,4,0,,,,,,
7,501,2011,1000,어디서 전화벨 소리가 나는 것 같아.,,,777,6,0,,,,,,
,,2011,1000,어디지? 한번 찾아보자.,,,,6,0,,,,,,
7,2070,2012,1000,여기서 자꾸 이상한 소리가 나.,,,,0,0,,,,,,
,,2012,1000,어디로 가야되지?,,,,2,0,,,,,,
7,2071,2013,1000,이건...,,,,2,0,,,,,,
,,2013,1000,도문이의 친구들한테서 전화가 오고 있어.,,,,2,0,,,,,,
,,2013,1000,...,,,,0,0,,,,,,
,,2013,1000,많이 서운했었구나.,,,,2,0,,,,,,
,,2013,1000,친구들한테 연락이 안와서...,,,,2,0,,,,,,
,,2013,1000,그래서 친구들에게 연락이 왔으면 하는 소망이 이렇게...,,,,5,0,,,,,,
,,2013,1000,연락을 잘 안해서 서운할 수도 있지.,,,,2,0,,,,,,
,,2013,1000,그러면 이번엔 도문이 너가 먼저 연락을 해보는거야.,,,,1,0,,,,,,
,,2013,1000,친구들도 너의 연락을 받으면 좋아할거야.,,,,1,0,,,,,,
,,2013,1000,친구들도 그동안 너가 연락이 없어서 서운했을 수도 있으니까 말이야.,,,,1,0,,,,,,
7,501,2014,1000,무사히 해결이 되서 다행이야...,,,,4,0,,,,,,
,,2014,1000,...,,,,0,0,,,,,,
,,2014,1000,분명히 해결이 됐다고 생각했는데` 이 이상한 소리는 뭐지?,,,,6,0,,,,,,
,,2014,1000,다시...동굴에 들어가 봐야겠어!,,,,6,0,,,,,,
7,2071,2015,1000,계속 소리가 나... 앞으로 나아가 보자.,,,,6,0,,,,,,
7,2072,2016,1000,소리가 가까워지고 있어... 무언가... 슬픈 소리야.,,,,5,0,,,,,,
,,2016,1000,뭐 때문에 그러는거야?,,,,5,0,,,,,,
7,2073,2017,1000,아까 그 전화기...,,,,2,0,,,,,,
,,2017,1000,저 전화기에서 계속 슬픈 소리가 흘러나오고 있어...,,,,2,0,,,,,,
,,2017,1000,그래...이제 너의 마음을 알 것같아.,,,,2,0,,,,,,
,,2017,1000,친구들한테 서운한 것도 있지만 많이 외로웠을 거야.,,,,2,0,,,,,,
,,2017,1000,아무도` 나를 모르는 사람들 틈에서 지내기가.,,,,2,0,,,,,,
,,2017,1000,새로운 사람들과 새로운 관계를 형성하기가.,,,,2,0,,,,,,
,,2017,1000,그리고 새로운 사람들로 인해 멀어져 가는 기존의 인연들이 너는 슬프고 외로웠구나.,,,,2,0,,,,,,
,,2017,1000,옛날의 나를 알던 사람들이 점점 사라져 간다는 기분에...,,,,6,,,,,,,
,,2017,1000,많이 외로웠었구나.,,,,6,0,,,,,,
,,2017,1000,새로 사귄 친구들이랑도 친하게 지내긴 했지...하지만 그게 원래 친구들처럼은 아니었어.,,,,6,0,,,,,,
,,2017,1000,친해도 내 속마음을 편하게 털어놓을 수 없었고` 나 자신을 있는 그대로 드러낼 수가 없었어.,,,,6,0,,,,,,
,,2017,1000,그리고...그런 틈 속에서 시간을 보내기란...,,,,2,0,,,,,,
,,2017,1000,이런 얘기를 터놓고 얘기할 친구들과는 연락도 자주 되지않으니...더 그랬겠지.,,,,2,0,,,,,,
,,2017,1000,하지만 도문이 너의 원래 인연은 그렇게 쉽게 사라지지 않을 거야.,,,,2,0,,,,,,
,,2017,1000,나를 한 번 믿어봐!,,,,1,0,,,,,,
7,,2018,,도문은 조용한 분위기에 눈을 떴다.,,,,,,,도문의 방,,,,
,,2018,1001,...뭐지 왜 알람이...,,,,3,0,,,,,,
,,2018,1001,...!,,,,6,0,,,,,,
,,2018,,시계를 본 도문은 화들짝 놀라 재빨리 나갈 준비를 하기 시작했다.,,,,,,,,,,,
7,,2019,1001,알람이 왜 안울린거야!,,,,7,0,,거실,,,,
,,2019,,도문은 지금 뛰어가지 않으면 지각할 위기였다.,,,,,,,,,,,
,,2019,1001,다녀오겠습니다!,,,,6,0,,,,,,
7,,2020,,대충 모자를 눌러쓰고는 버스정류장을 향해 달려갔다.,,,,,,,거리(낮),,,,
,,2020,,마침 버스정류장에 정거해 있던 버스를 타고 학교로 향했다.,,,,,,,,,,,
,,2020,1001,헉헉...,,,,9,0,,,,,,
7,,2021,,버스에서 내린 후` 열심히 강의실을 향해 뛰어가던 도문은 아슬하게 지각을 면했다.,,,,,,,강의실,,,,
,,2021,대학 동기,뭐야 엄청 뛰었나 보네?,,,,0,2,,,,,,
